2021.03.25 06:10:00;108.879;108.883;108.871;108.872
2021.03.25 06:05:00;108.89;108.9;108.874;108.88
2021.03.25 06:00:00;108.903;108.913;108.892;108.892
2021.03.25 05:55:00;108.933;108.935;108.903;108.905
2021.03.25 05:50:00;108.938;108.942;108.928;108.931
2021.03.25 05:45:00;108.947;108.954;108.931;108.937
2021.03.25 05:40:00;108.942;108.956;108.94;108.945
2021.03.25 05:35:00;108.931;108.949;108.929;108.942
2021.03.25 05:30:00;108.935;108.936;108.911;108.929
2021.03.25 05:25:00;108.935;108.942;108.927;108.933
2021.03.25 05:20:00;108.942;108.949;108.932;108.937
2021.03.25 05:15:00;108.955;108.961;108.94;108.94
2021.03.25 05:10:00;108.941;108.963;108.941;108.956
2021.03.25 05:05:00;108.973;108.985;108.931;108.939
2021.03.25 05:00:00;108.914;108.977;108.914;108.974
2021.03.25 04:55:00;108.927;108.938;108.914;108.917
2021.03.25 04:50:00;108.929;108.953;108.924;108.929
2021.03.25 04:45:00;108.946;108.949;108.922;108.931
2021.03.25 04:40:00;108.951;108.956;108.934;108.945
2021.03.25 04:35:00;108.944;108.976;108.944;108.949
2021.03.25 04:30:00;108.925;108.952;108.912;108.943
2021.03.25 04:25:00;108.933;108.938;108.923;108.924
2021.03.25 04:20:00;108.922;108.943;108.917;108.931
2021.03.25 04:15:00;108.935;108.935;108.913;108.921
2021.03.25 04:10:00;108.926;108.968;108.915;108.937
2021.03.25 04:05:00;108.878;108.935;108.878;108.925
2021.03.25 04:00:00;108.872;108.879;108.852;108.879
2021.03.25 03:55:00;108.861;108.876;108.851;108.873
2021.03.25 03:50:00;108.836;108.877;108.833;108.863
2021.03.25 03:45:00;108.843;108.843;108.825;108.834
2021.03.25 03:40:00;108.829;108.847;108.829;108.846
2021.03.25 03:35:00;108.847;108.848;108.82;108.83
2021.03.25 03:30:00;108.842;108.852;108.839;108.845
2021.03.25 03:25:00;108.849;108.854;108.836;108.843
2021.03.25 03:20:00;108.855;108.861;108.842;108.851
2021.03.25 03:15:00;108.851;108.867;108.837;108.854
2021.03.25 03:10:00;108.817;108.856;108.816;108.851
2021.03.25 03:05:00;108.815;108.821;108.809;108.818
2021.03.25 03:00:00;108.783;108.821;108.783;108.813
2021.03.25 02:55:00;108.762;108.787;108.758;108.784
